id_principal,name,date_enacted,year_enacted
C2004A01430,Cities Commission (Repeal) Act 1975,1975-11-11,1975
C2004A00250,Common Informers (Parliamentary Disqualifications) Act 1975,1975-04-23,1975
C2004A00263,Curriculum Development Centre Act 1975,1975-05-27,1975
C2004A00298,Customs Tariff (Anti-Dumping) Act 1975,1975-06-20,1975
C2004A01416,Customs Tariff (Coal Export Duty) Act 1975,1975-10-09,1975
C2004A00300,Customs Tariff Validation Act 1975,1975-06-20,1975
C2004A00305,Dairy Produce Sales Promotion Act 1975,1975-06-20,1975
C2004A00265,Darwin Cyclone Damage Compensation Act 1975,1975-05-31,1975
C2004A00224,Darwin Reconstruction Act 1975,1975-02-28,1975
C2004A01406,Defence Force Re-organization Act 1975,1975-09-09,1975
C2004A00275,Family Law Act 1975,1975-06-12,1975
C2004A01402,Foreign Takeovers Act 1975,1975-08-28,1975
C2004A01395,Great Barrier Reef Marine Park Act 1975,1975-06-20,1975
C2004A01428,Income Tax Act 1975,1975-11-11,1975
C2004A01419,Inter-State Commission Act 1975,1975-10-27,1975
C2004A00284,Loan (War Service Land Settlement) Act 1975,1975-06-19,1975
C2004A00266,Loans (Australian Shipping Commission) Act 1975,1975-05-31,1975
C2004A01424,Local Government Grants Act 1975,1975-11-06,1975
C2004A00288,National Capital Development Commission Act 1975,1975-06-19,1975
C2004A00283,National Gallery Act 1975,1975-06-19,1975
C2004A01403,National Health (Pharmaceutical Benefits Charges) Act 1975,1975-08-28,1975
C2004A00234,National Parks and Wildlife Conservation Act 1975,1975-03-13,1975
C2004A01394,Northern Territory Supreme Court Act 1975,1975-06-20,1975
C2004A01407,Papua New Guinea Act 1975,1975-09-09,1975
C2004A01408,Papua New Guinea Independence Act 1975,1975-09-09,1975
C2004A01409,Papua New Guinea Loans Guarantee Act 1975,1975-09-09,1975
C2004A00270,Pig Meat Promotion Act 1975,1975-06-04,1975
C2004A00278,Postal and Telecommunications Commissions (Transitional Provisions) Act 1975,1975-06-12,1975
C2004A00276,Postal Services Act 1975,1975-06-12,1975
C2004A00255,Privy Council (Appeals from the High Court) Act 1975,1975-04-30,1975
C2004A00274,Racial Discrimination Act 1975,1975-06-11,1975
C2004A01415,Railways Agreement (South Australia) Act 1975,1975-10-07,1975
C2004A00291,Railways (South Australia) Act 1975,1975-06-19,1975
C2004A00292,Railways (Tasmania) Act 1975,1975-06-19,1975
C2004A00236,Refrigeration Compressors Bounty Act 1975,1975-04-11,1975
C2004A00230,Remuneration and Allowances Act 1975,1975-03-07,1975
C2004A00257,Repatriation Acts Amendment Act 1975,1975-05-19,1975
C2004A01421,Repatriation Acts Amendment Act (No. 2) 1975,1975-10-27,1975
C2004A00252,Road Safety and Standards Authority Act 1975,1975-05-01,1975
C2004A00301,Ship Construction Bounty Act 1975,1975-06-20,1975
C2004A00256,Social Services Act 1975,1975-05-19,1975
C2004A01411,Social Services Act (No. 2) 1975,1975-09-09,1975
C2004A01420,Social Services Act (No. 3) 1975,1975-10-27,1975
C2004A01422,States Grants Act 1975,1975-11-06,1975
C2004A00289,States Grants (Advanced Education) Act 1975,1975-06-19,1975
C2004A00303,States Grants (Beef Industry) Act 1975,1975-06-20,1975
C2004A01423,States Grants (Special Assistance) Act 1975,1975-11-06,1975
C2004A00290,States Grants (Universities) Act 1975,1975-06-19,1975
C2004A01413,Stevedoring Industry Charge Act 1975,1975-09-12,1975
C2004A00260,Supply Act (No. 1) 1975-76,1975-05-22,1975
C2004A00261,Supply Act (No. 2) 1975-76,1975-05-22,1975
C2004A00259,Tasman Bridge Restoration Act 1975,1975-05-19,1975
C2004A01418,Tasman Bridge Restoration Act (No. 2) 1975,1975-10-23,1975
C2004A00293,Tasmania Grant (Associated Pulp and Paper Mills Limited) Act 1975,1975-06-19,1975
C2004A00264,Technical and Further Education Commission Act 1975,1975-05-27,1975
C2004A00277,Telecommunications Act 1975,1975-06-12,1975
C2004A00272,Trade Union Training Authority Act 1975,1975-06-06,1975
C2004A01412,United States Naval Communication Station Agreement Act 1975,1975-09-10,1975
C2004A00287,Victoria Grant (Seymour Flood Mitigation) Act 1975,1975-06-19,1975
C2004A01615,Aboriginal Councils and Associations Act 1976,1976-12-15,1976
C2004A01620,Aboriginal Land Rights (Northern Territory) Act 1976,1976-12-16,1976
C2004A01574,Acts Interpretation Amendment Act 1976,1976-12-06,1976
C2004A01537,Advisory Council for Inter-government Relations Act 1976,1976-10-26,1976
C2004A01570,Airline Equipment (Loan Guarantee) Act 1976,1976-12-02,1976
C2004A01626,Apple and Pear Export Charge Act 1976,1976-12-20,1976
C2004A01627,Apple and Pear Export Charge Collection Act 1976,1976-12-20,1976
C2004A01624,Apple and Pear Levy Act 1976,1976-12-20,1976
C2004A01625,Apple and Pear Levy Collection Act 1976,1976-12-20,1976
C2004A01546,Appropriation Act (No. 1) 1976-77,1976-11-11,1976
C2004A01547,Appropriation Act (No. 2) 1976-77,1976-11-11,1976
C2004A01673,Appropriation Act (No. 3) 1976-77,1977-06-01,1977
C2004A01674,Appropriation Act (No. 4) 1976-77,1977-06-01,1977
C2004A01572,Appropriation (Urban Public Transport) Act 1976,1976-12-06,1976
C2004A01576,Asian Development Fund Act 1976,1976-12-09,1976
C2004A01449,Australia-Japan Foundation Act 1976,1976-04-07,1976
C2004A01433,Australian Security Intelligence Organization Act 1976,1976-03-04,1976
C2004A01549,Christmas Island Agreement Act 1976,1976-11-18,1976
C2004A01434,Conciliation and Arbitration Act 1976,1976-03-04,1976
C2004A01649,Crimes (Biological Weapons) Act 1976,1977-02-28,1977
C2004A01646,Crimes (Internationally Protected Persons) Act 1976,1977-02-28,1977
C2004A01496,Customs Tariff Validation Act 1976,1976-06-09,1976
C2004A01633,Customs Tariff Validation Act (No. 2) 1976,1976-12-20,1976
C2004A01465,Defence Force Retirement and Death Benefits (Pension Increases) Act 1976,1976-05-07,1976
C2004A01559,Defence Forces Retirement Benefits Fund (Distribution of Surplus to Pensioners) Act 1976,1976-11-24,1976
C2004A01586,Federal Court of Australia Act 1976,1976-12-09,1976
C2004A01455,Financial Agreement Act 1976,1976-04-30,1976
C2004A01552,Foreign Proceedings (Prohibition of Certain Evidence) Act 1976,1976-11-19,1976
C2004A01485,Health Insurance Levy Act 1976,1976-06-04,1976
C2004A01528,Health Insurance Levy Act (No. 2) 1976,1976-09-29,1976
C2004A01619,Historic Shipwrecks Act 1976,1976-12-15,1976
C2004A01613,Homes Savings Grant Act 1976,1976-12-13,1976
C2004A01637,Income Tax (Companies and Superannuation Funds) Act 1976,1976-12-20,1976
C2004A01489,Income Tax (Individuals) Act 1976,1976-06-04,1976
C2004A01488,Income Tax (Rates) Act 1976,1976-06-04,1976
C2004A01516,Industrial Research and Development Incentives Act 1976,1976-06-15,1976
C2004A01437,Loan Act 1976,1976-03-23,1976
C2004A01438,Loan Act (No. 2) 1976,1976-03-23,1976
C2004A01521,Loan Act (No. 3) 1976,1976-09-20,1976
C2004A01635,Loan (Income Equalization Deposits) Act 1976,1976-12-20,1976
C2004A01453,Loans (Australian National Airlines Commission) Act 1976,1976-04-12,1976
C2004A01452,Loans (Qantas Airways Limited) Act 1976,1976-04-12,1976
C2004A01554,Local Government (Personal Income Tax Sharing) Act 1976,1976-11-24,1976
C2004A01621,Long Service Leave (Commonwealth Employees) Act 1976,1976-12-20,1976
C2004A01515,Maritime College Act 1976,1976-06-11,1976
C2004A01439,Meat Export Charge Amendment Act 1976,1976-03-23,1976
C2004A01491,National Health Amendment Act 1976,1976-06-05,1976
C2004A01581,Nauru (High Court Appeals) Act 1976,1976-12-09,1976
C2004A01567,New South Wales Grant (Namoi River Weirs) Act 1976,1976-12-02,1976
C2004A01497,Northern Territory (Administration) Amendment Act 1976,1976-06-09,1976
C2004A01611,Ombudsman Act 1976,1976-12-13,1976
C2004A01517,Organisation for Economic Co-operation and Development (Financial Support Fund) Act 1976,1976-08-25,1976
C2004A01500,Papua New Guinea (Staffing Assistance) Termination Act 1976,1976-06-09,1976
C2004A01592,Patents Amendment Act 1976,1976-12-09,1976
C2004A01518,Psychotropic Substances Act 1976,1976-08-25,1976
C2004A01623,Public Service Amendment Act (No. 2) 1976,1976-12-20,1976
C2004A01569,Qantas Airways Limited (Loan Guarantee) Act 1976,1976-12-02,1976
C2004A01566,Queensland Grant (Proserpine Flood Mitigation) Act 1976,1976-12-02,1976
C2004A01583,Queensland Grant (Special Assistance) Act 1976,1976-12-09,1976
C2004A01514,Remuneration and Allowances Amendment Act 1976,1976-06-10,1976
C2004A01600,Remuneration and Allowances Amendment Act (No. 2) 1976,1976-12-13,1976
C2004A01458,Repatriation Acts Amendment Act 1976,1976-04-30,1976
C2004A01543,Repatriation Acts Amendment Act (No. 2) 1976,1976-10-29,1976
C2004A01512,Road Safety and Standards Authority (Repeal) Act 1976,1976-06-10,1976
C2004A01542,Social Services Amendment Act (No. 3) 1976,1976-10-29,1976
C2004A01527,Social Welfare Commission (Repeal) Act 1976,1976-09-29,1976
C2004A01585,Softwood Forestry Agreements Act 1976,1976-12-09,1976
C2004A01639,States Grants (Aboriginal Assistance) Act 1976,1977-02-11,1977
C2004A01446,States Grants (Advanced Education) Act 1976,1976-04-01,1976
C2004A01561,States Grants (Advanced Education Assistance) Act 1976,1976-11-24,1976
C2004A01513,States Grants (Air Quality Monitoring) Act 1976,1976-06-10,1976
C2004A01435,States Grants (Capital Assistance) Act 1976,1976-03-09,1976
C2004A01535,States Grants (Capital Assistance) Act (No. 2) 1976,1976-10-19,1976
C2004A01440,States Grants (Fruit Canneries) Act 1976,1976-03-26,1976
C2004A01579,States Grants (Fruit-growing Reconstruction) Act 1976,1976-12-09,1976
C2004A01511,States Grants (Hospital Operating Costs) Act 1976,1976-06-10,1976
C2004A01441,States Grants (Housing Assistance) Act 1976,1976-03-31,1976
C2004A01571,States Grants (Housing Assistance) Act (No. 2) 1976,1976-12-06,1976
C2004A01630,States Grants (Rural Adjustment) Act 1976,1976-12-20,1976
C2004A01466,States Grants (Schools) Act 1976,1976-05-07,1976
C1976A00134,States Grants (Schools) Amendment Act 1976,1976-11-24,1976
C2004A01564,States Grants (Schools Assistance) Act 1976,1976-11-24,1976
C2004A01448,States Grants (Technical and Further Education) Amendment Act 1976,1976-04-01,1976
C2004A01563,States Grants (Technical and Further Education) Amendment Act (No. 2) 1976,1976-11-24,1976
C2004A01562,States Grants (Technical and Further Education Assistance) Act 1976,1976-11-24,1976
C2004A01444,States Grants (Universities) Act 1976,1976-04-01,1976
C2004A01445,States Grants (Universities) Amendment Act 1976,1976-04-01,1976
C2004A01550,States Grants (Universities) Amendment Act (No. 2) 1976,1976-11-19,1976
C2004A01560,States Grants (Universities Assistance) Act 1976,1976-11-24,1976
C2004A01601,States Grants (Water Resources Assessment) Act 1976,1976-12-13,1976
C2004A01553,States (Personal Income Tax Sharing) Act 1976,1976-11-24,1976
C2004A01462,Superannuation Act 1976,1976-05-07,1976
C2004A01498,Supply Act (No. 1) 1976-77,1976-06-09,1976
C2004A01499,Supply Act (No. 2) 1976-77,1976-06-09,1976
C2004A01597,United States Naval Communication Station (Civilian Employees) Amendment Act 1976,1976-12-10,1976
C2004A01460,Wheat Export Charge Amendment Act 1976,1976-05-03,1976
C2004A01459,Wheat Industry Stabilization Amendment Act 1976,1976-05-03,1976
C2004A01461,Wheat Products Export Adjustment Amendment Act 1976,1976-05-03,1976
C2004A01502,Wool Industry Amendment Act 1976,1976-06-10,1976
C2004A01697,Administrative Decisions (Judicial Review) Act 1977,1977-06-16,1977
C2004A01787,Airline Equipment (Loan Guarantee) Act 1977,1977-11-10,1977
C2004A01777,Appropriation Act (No. 1) 1977-78,1977-11-10,1977
C2004A01778,Appropriation Act (No. 2) 1977-78,1977-11-10,1977
C2004A01841,Appropriation Act (No. 3) 1977-78,1978-06-12,1978
C2004A01842,Appropriation Act (No. 4) 1977-78,1978-06-12,1978
C2004A01737,Appropriation (Urban Public Transport) Act 1977,1977-09-30,1977
C2004A01659,Asian Development Bank (Additional Subscription) Act 1977,1977-04-14,1977
C2004A01662,Australian Development Assistance Agency (Repeal) Act 1977,1977-05-05,1977
C2004A01705,Australian Meat and Live-stock Corporation Act 1977,1977-06-16,1977
C2004A01794,Australian Rural Bank Act 1977,1977-11-10,1977
C2004A01666,Automatic Data Processing Equipment Bounty Act 1977,1977-05-16,1977
C2004A01667,Bed Sheeting Bounty Act 1977,1977-05-16,1977
C2004A01793,Beef Industry (Incentive Payments) Act 1977,1977-11-10,1977
C2004A01773,Coal Research Assistance Act 1977,1977-11-10,1977
C2004A01665,Commonwealth Bureau of Roads (Repeal) Act 1977,1977-05-16,1977
C2004A01755,Commonwealth Electoral (Redistribution) Act 1977,1977-11-07,1977
C2004A01723,Commonwealth Employees (Employment Provisions) Act 1977,1977-08-19,1977
C2004A01718,Commonwealth Legal Aid Commission Act 1977,1977-06-16,1977
C2004A01650,Customs Tariff Validation Act 1977,1977-02-28,1977
C2004A01712,Customs Tariff Validation Act (No. 2) 1977,1977-06-16,1977
C2004A01782,Customs Tariff Validation Act (No. 3) 1977,1977-11-10,1977
C2004A01692,Dairy Industry Assistance Act 1977,1977-06-07,1977
C2004A01693,Dairy Industry Assistance Levy Act 1977,1977-06-07,1977
C2004A01689,Dairy Industry Stabilization Act 1977,1977-06-07,1977
C2004A01690,Dairy Industry Stabilization Levy Act 1977,1977-06-07,1977
C2004A01788,Environment (Financial Assistance) Act 1977,1977-11-10,1977
C2004A01770,Health Insurance Levy Act 1977,1977-11-10,1977
C2004A01768,Income Tax (Companies and Superannuation Funds) Act 1977,1977-11-10,1977
C2004A01769,Income Tax (Film Royalties) Act 1977,1977-11-10,1977
C2004A01767,Income Tax (Individuals) Act 1977,1977-11-10,1977
C2004A01724,International Development Association (Further Payment) Act 1977,1977-08-26,1977
C2004A01728,International Fund for Agricultural Development Act 1977,1977-09-08,1977
C2004A01753,Judiciary (Diplomatic Representation) Act 1977,1977-11-03,1977
C2004A01660,Law Courts (Sydney) Act 1977,1977-04-14,1977
C2004A01706,Live-stock Export Charge Act 1977,1977-06-16,1977
C2004A01707,Live-stock Export Charge Collection Act 1977,1977-06-16,1977
C2004A01747,Loan Act 1977,1977-10-27,1977
C2004A01678,Loan (War Service Land Settlement) Act 1977,1977-06-07,1977
C2004A01710,Meat Research Amendment Act 1977,1977-06-16,1977
C2004A01703,National Labour Consultative Council Act 1977,1977-06-16,1977
C2004A01672,New Zealand Re-exports (Repeal) Act 1977,1977-05-18,1977
C2004A01744,Non-government Schools (Loans Guarantee) Act 1977,1977-10-19,1977
C2004A01745,Office of National Assessments Act 1977,1977-10-19,1977
C2004A01750,Oilseeds Levy Act 1977,1977-10-28,1977
C2004A01751,Oilseeds Levy Collection and Research Act 1977,1977-10-28,1977
C2004A01763,Port Statistics Act 1977,1977-11-10,1977
C2004A01771,Public Service (Permanent Head-Dual Appointment) Act 1977,1977-11-10,1977
C2004A01776,Queensland Grant (Special Assistance) Act 1977,1977-11-10,1977
C2004A01661,Referendum (Constitution Alteration) Modification Act 1977,1977-04-20,1977
C2004A01694,Repatriation Acts Amendment Act 1977,1977-06-16,1977
C2004A01735,States Grants (Capital Assistance) Act 1977,1977-09-22,1977
C2004A01671,States Grants (Dwellings for Pensioners) Amendment Act 1977,1977-05-18,1977
C2004A01748,States Grants (Housing Assistance) Act 1977,1977-10-27,1977
C2004A01739,States Grants (Roads) Act 1977,1977-09-30,1977
C2004A01716,States Grants (Roads Interim Assistance) Act 1977,1977-06-16,1977
C2004A01795,States Grants (Schools Assistance) Act 1977,1977-11-10,1977
C2004A01700,States Grants (Technical and Further Education Assistance) Amendment Act 1977,1977-06-16,1977
C2004A01796,States Grants (Tertiary Education Assistance) Act 1977,1977-11-10,1977
C2004A01701,States Grants (Universities Assistance) Amendment Act 1977,1977-06-16,1977
C2004A01757,Stevedoring Industry Acts (Termination) Act 1977,1977-11-10,1977
C2004A01761,Stevedoring Industry Finance Committee Act 1977,1977-11-10,1977
C2004A01759,Stevedoring Industry Levy Act 1977,1977-11-10,1977
C2004A01760,Stevedoring Industry Levy Collection Act 1977,1977-11-10,1977
C2004A01687,Supply Act (No. 1) 1977-78,1977-06-07,1977
C2004A01688,Supply Act (No. 2) 1977-78,1977-06-07,1977
C2004A01779,Tasmania Grant (The Mount Lyell Mining and Railway Company Limited) Act 1977,1977-11-10,1977
C2004A01663,Tertiary Education Commission Act 1977,1977-05-05,1977
C2004A01790,Transport Planning and Research (Financial Assistance) Act 1977,1977-11-10,1977
C2004A01681,Wool Industry Amendment Act 1977,1977-06-07,1977
C2004A01730,Wool Industry Amendment Act (No. 2) 1977,1977-09-12,1977
C2004A01810,Aboriginal and Torres Strait Islanders (Queensland Reserves and Communities Self-management) Act 1978,1978-04-10,1978
C2004A01817,Airline Equipment (Loan Guarantee) Act 1978,1978-05-16,1978
C2004A01960,Airline Equipment (Loan Guarantee) Act (No. 2) 1978,1978-11-28,1978
C2004A01940,Appropriation Act (No. 1) 1978-79,1978-11-22,1978
C2004A01941,Appropriation Act (No. 2) 1978-79,1978-11-22,1978
C2004A02039,Appropriation Act (No. 3) 1978-79,1979-06-04,1979
C2004A02040,Appropriation Act (No. 4) 1978-79,1979-06-04,1979
C2004A01963,Asian Development Fund Act 1978,1978-11-28,1978
C2004A01992,Australian Dried Fruits Corporation Act 1978,1978-12-06,1978
C2004A01904,Australian Overseas Projects Corporation Act 1978,1978-08-30,1978
C2004A01880,Australian Science and Technology Council Act 1978,1978-06-22,1978
C2004A02007,Bounty (Commercial Motor Vehicles) Act 1978,1978-12-06,1978
C2004A01809,Bounty (Drilling Machines) Act 1978,1978-04-09,1978
C2004A01953,Bounty (Metal-working Machine Tools) Act 1978,1978-11-24,1978
C2004A01806,Bounty (Polyester-Cotton Yarn) Act 1978,1978-04-01,1978
C2004A01901,Commonwealth Employment Service Act 1978,1978-08-29,1978
C2004A01815,Co-operative Farmers and Graziers Direct Meat Supply Limited (Loan Guarantee) Act 1978,1978-04-20,1978
C2004A01812,Crimes (Foreign Incursions and Recruitment) Act 1978,1978-04-14,1978
C2004A01848,Customs Tariff Validation Act 1978,1978-06-12,1978
C2004A01938,Dairying Industry Research and Promotion Levy Collection Act 1978,1978-11-15,1978
C2004A01917,Departure Tax Act 1978,1978-09-29,1978
C2004A01918,Departure Tax Collection Act 1978,1978-09-29,1978
C2004A01897,Diplomatic and Consular Missions Act 1978,1978-08-24,1978
C2004A01994,Dried Vine Fruits Equalization Act 1978,1978-12-06,1978
C2004A01993,Dried Vine Fruits Equalization Levy Act 1978,1978-12-06,1978
C2004A01827,Environment Protection (Alligator Rivers Region) Act 1978,1978-06-09,1978
C2004A01829,Environment Protection (Northern Territory Supreme Court) Act 1978,1978-06-09,1978
C2004A01831,Environment Protection (Nuclear Codes) Act 1978,1978-06-09,1978
C2004A01961,Export Expansion Grants Act 1978,1978-11-28,1978
C2004A01926,Health Insurance Levy Act 1978,1978-10-13,1978
C2004A01890,Hospitals and Health Services Commission (Repeal) Act 1978,1978-06-22,1978
C2004A01878,Housing Assistance Act 1978,1978-06-22,1978
C2004A01886,Income Tax (Arrangements with the States) Act 1978,1978-06-22,1978
C2004A01925,Income Tax (Companies and Superannuation Funds) Act 1978,1978-10-13,1978
C2004A01924,Income Tax (Individuals) Act 1978,1978-10-13,1978
C2004A01972,Income Tax (Non-Resident Companies) Act 1978,1978-11-28,1978
C2004A01825,International Sugar Agreement Act 1978,1978-06-07,1978
C2004A01903,Legislative Assembly of the Northern Territory (Remuneration and Allowances) Act 1978,1978-08-30,1978
C2004A01980,Livestock Diseases Act 1978,1978-12-04,1978
C2004A01905,Loan Act 1978,1978-08-30,1978
C2004A01959,Loans (Taxation Exemption) Act 1978,1978-11-28,1978
C2004A01853,Maritime College Act 1978,1978-06-20,1978
C2004A01887,National Health Amendment Act 1978,1978-06-22,1978
C2004A01804,National Water Resources (Financial Assistance) Act 1978,1978-03-28,1978
C2004A01989,New South Wales Grant (Chrysotile Corporation) Act 1978,1978-12-04,1978
C2004A01857,Northern Territory (Self-Government) Act 1978,1978-06-22,1978
C2004A01863,Northern Territory Supreme Court Amendment Act (No. 2) 1978,1978-06-22,1978
C2004A01837,Ordinances and Regulations (Notification) Act 1978,1978-06-12,1978
C2004A01877,Primary Industry Bank Amendment Act 1978,1978-06-22,1978
C2004A01966,Primary Industry Bank Amendment Act (No. 2) 1978,1978-11-28,1978
C2004A01969,Public Service Amendment Act 1978,1978-11-28,1978
C2004A01818,Qantas Airways Limited (Loan Guarantee) Act 1978,1978-05-16,1978
C2004A01990,Queensland Grant (Special Assistance) Act 1978,1978-12-04,1978
C2004A01965,Remuneration and Allowances Amendment Act 1978,1978-11-28,1978
C2004A01928,Repatriation Acts Amendment Act 1978,1978-10-26,1978
C2004A01996,Sales Tax Assessment (No. 1) Amendment Act 1978,1978-12-06,1978
C2004A01819,Softwood Forestry Agreements Act 1978,1978-05-17,1978
C2004A01879,States and Northern Territory Grants (Bluetongue Virus Control) Act 1978,1978-06-22,1978
C2004A01952,States Grants (Capital Assistance) Act 1978,1978-11-24,1978
C2004A01986,States Grants (Schools Assistance) Act 1978,1978-12-04,1978
C2004A01987,States Grants (Tertiary Education Assistance) Act 1978,1978-12-04,1978
C2004A01845,States Grants (Urban Public Transport) Act 1978,1978-06-12,1978
C2004A01843,Supply Act (No. 1) 1978-79,1978-06-12,1978
C2004A01844,Supply Act (No. 2) 1978-79,1978-06-12,1978
C2004A01956,Tasmania Grant (The Mount Lyell Mining and Railway Company Limited) Amendment Act (No. 2) 1978,1978-11-24,1978
C2004A01805,Territory Authorities (Financial Provisions) Act 1978,1978-03-28,1978
C2004A01964,Wheat Industry Stabilization Amendment Act 1978,1978-11-28,1978
C2004A01916,Wheat Research Amendment Act 1978,1978-09-29,1978
C2004A01870,Wool Industry Amendment Act 1978,1978-06-22,1978
C2004A02154,Appropriation Act (No. 1) 1979-80,1979-11-28,1979
C2004A02155,Appropriation Act (No. 2) 1979-80,1979-11-28,1979
C2004A02262,Appropriation Act (No. 3) 1979-80,1980-05-28,1980
C2004A02263,Appropriation Act (No. 4) 1979-80,1980-05-28,1980
C2004A02068,Australian Federal Police Act 1979,1979-06-15,1979
C2004A02164,Australian Institute of Multicultural Affairs Act 1979,1979-11-28,1979
C2004A02123,Australian Security Intelligence Organization Act 1979,1979-10-25,1979
C2004A02081,Bounty (Dental Alloys) Act 1979,1979-06-15,1979
C2004A02088,Bounty (Injection-moulding Equipment) Act 1979,1979-06-25,1979
C2004A02082,Bounty (Paper) Act 1979,1979-06-15,1979
C2004A02080,Bounty (Rotary Cultivators) Act 1979,1979-06-15,1979
C2004A02171,Canned Fruits Levy Act 1979,1979-11-29,1979
C2004A02172,Canned Fruits Levy Collection Act 1979,1979-11-29,1979
C2004A02170,Canned Fruits Marketing Act 1979,1979-11-29,1979
C2004A02012,Commonwealth Authorities (Northern Territory Pay-roll Tax) Act 1979,1979-02-27,1979
C2004A02062,Commonwealth Employees (Redeployment and Retirement) Act 1979,1979-06-14,1979
C2004A02027,Crimes at Sea Act 1979,1979-03-22,1979
C2004A02092,Customs Tariff Validation Act 1979,1979-06-25,1979
C2004A02188,Customs Tariff Validation Act (No. 2) 1979,1979-12-04,1979
C2004A02189,Excise Tariff Validation Act 1979,1979-12-04,1979
C2004A02023,Foreign Antitrust Judgments (Restriction of Enforcement) Act 1979,1979-03-15,1979
C2004A02057,Grain (Export Inspection Charge) Act 1979,1979-06-14,1979
C2004A02058,Grain (Export Inspection Charge) Collection Act 1979,1979-06-14,1979
C2004A02099,High Court Justices (Long Leave Payments) Act 1979,1979-08-31,1979
C2004A02147,High Court of Australia Act 1979,1979-11-23,1979
C2004A02162,Income Tax (Companies and Superannuation Funds) Act 1979,1979-11-28,1979
C2004A02161,Income Tax (Individuals) Act 1979,1979-11-28,1979
C2004A02038,Income Tax (Mining Withholding Tax) Act 1979,1979-06-04,1979
C2004A02100,Judges (Long Leave Payments) Act 1979,1979-08-31,1979
C2004A02055,Live-stock Slaughter (Export Inspection Charge) Act 1979,1979-06-14,1979
C2004A02056,Live-stock Slaughter (Export Inspection Charge) Collection Act 1979,1979-06-14,1979
C2004A02107,Loan Act 1979,1979-10-17,1979
C2004A02087,Meat Research Amendment Act 1979,1979-06-25,1979
C2004A02183,National Companies and Securities Commission Act 1979,1979-12-04,1979
C2004A02067,National Railway Network (Financial Assistance) Act 1979,1979-06-14,1979
C2004A02108,Navigation Amendment Act 1979,1979-10-22,1979
C2004A02035,Norfolk Island Act 1979,1979-05-30,1979
C2004A02095,Northern Territory Supreme Court (Repeal) Act 1979,1979-08-31,1979
C2004A02129,Overseas Students Charge Act 1979,1979-10-29,1979
C2004A02130,Overseas Students Charge Collection Act 1979,1979-10-29,1979
C2004A02032,Parliament House Construction Authority Act 1979,1979-03-30,1979
C2004A02061,Qantas Airways Limited (Loan Guarantee) Act 1979,1979-06-14,1979
C2004A02163,Queensland Grant (Special Assistance) Act 1979,1979-11-28,1979
C2004A02150,Remuneration and Allowances Act 1979,1979-11-23,1979
C2004A02028,Repatriation Acts Amendment Act 1979,1979-03-28,1979
C2004A02134,Repatriation Acts Amendment Act (No. 2) 1979,1979-10-29,1979
C2004A02131,Social Services Amendment Act 1979,1979-10-29,1979
C2004A02169,States and Northern Territory Grants (Rural Adjustment) Act 1979,1979-11-29,1979
C2004A02138,States Grants (Capital Assistance) Act 1979,1979-11-14,1979
C2004A02194,States Grants (Schools Assistance) Act 1979,1979-12-04,1979
C2004A02193,Sugar Agreement Act 1979,1979-12-04,1979
C2004A02065,Supply Act (No. 1) 1979-80,1979-06-14,1979
C2004A02066,Supply Act (No. 2) 1979-80,1979-06-14,1979
C2004A02103,Tasmanian Native Forestry Agreement Act 1979,1979-09-24,1979
C2004A02125,Telecommunications Amendment Act 1979,1979-10-25,1979
C2004A02124,Telecommunications (Interception) Act 1979,1979-10-25,1979
C2004A02047,Wheat Industry Stabilization Amendment Act 1979,1979-06-07,1979
C2004A02049,Wheat Industry Stabilization (Reimbursement of Borrowing Costs) Act 1979,1979-06-11,1979
C2004A02179,Wheat Industry Stabilization (Reimbursement of Borrowing Costs) Amendment Act 1979,1979-11-29,1979
C2004A02177,Wheat Levy Act (No. 1) 1979,1979-11-29,1979
C2004A02178,Wheat Levy Act (No. 2) 1979,1979-11-29,1979
C2004A02176,Wheat Marketing Act 1979,1979-11-29,1979
C2004A02180,Wheat Products Export Adjustment Amendment Act 1979,1979-11-29,1979
C2004A02182,Wheat Research Amendment Act 1979,1979-11-29,1979
C2004A02181,Wheat Tax Act 1979,1979-11-29,1979
C2004A02075,Wine Grapes Levy Act 1979,1979-06-15,1979
C2004A02076,Wine Grapes Levy Collection Act 1979,1979-06-15,1979
C2004A02078,Wine Overseas Marketing Amendment Act 1979,1979-06-15,1979
C2004A02041,Wool Industry Amendment Act 1979,1979-06-07,1979
C2004A02059,Wool Industry Amendment Act (No. 2) 1979,1979-06-14,1979
C2004A02235,Aboriginal Development Commission Act 1980,1980-05-16,1980
C2004A02231,Airline Equipment (Loan Guarantee) Act 1980,1980-05-08,1980
C2004A02304,Antarctic Treaty (Environment Protection) Act 1980,1980-06-06,1980
C2004A02342,Appropriation Act (No. 1) 1980-81,1980-09-19,1980
C2004A02343,Appropriation Act (No. 2) 1980-81,1980-09-19,1980
C2004A02433,Appropriation Act (No. 3) 1980-81,1981-06-01,1981
C2004A02434,Appropriation Act (No. 4) 1980-81,1981-06-01,1981
C2004A02250,Australian Bicentennial Authority Act 1980,1980-05-23,1980
C2004A02305,Australian War Memorial Act 1980,1980-06-06,1980
C2004A02362,Australian Wine and Brandy Corporation Act 1980,1980-12-10,1980
C2004A02369,Barley Research Act 1980,1980-12-17,1980
